rep,id,r,g,b,nm,power
0,5,91,131,91,596.0,0.0005088
0,5,91,131,91,600.0,0.0004934
0,5,91,131,91,604.0,0.000462
0,5,91,131,91,608.0,0.0004154
0,5,91,131,91,612.0,0.0003593
0,5,91,131,91,616.0,0.0003097
0,5,91,131,91,620.0,0.0002695
0,5,91,131,91,624.0,0.0002408
0,5,91,131,91,628.0,0.0002147
0,5,91,131,91,632.0,0.0001935
0,5,91,131,91,636.0,0.0001749
0,5,91,131,91,640.0,0.0001588
0,5,91,131,91,644.0,0.0001447
0,5,91,131,91,648.0,0.0001277
0,5,91,131,91,652.0,0.0001138
0,5,91,131,91,656.0,0.0001014
0,5,91,131,91,660.0,9.026e-05
0,5,91,131,91,664.0,7.932e-05
0,5,91,131,91,668.0,7.079e-05
0,5,91,131,91,672.0,6.176e-05
0,5,91,131,91,676.0,5.41e-05
0,5,91,131,91,680.0,4.732e-05
0,5,91,131,91,684.0,4.305e-05
0,5,91,131,91,688.0,3.838e-05
0,5,91,131,91,692.0,3.384e-05
0,5,91,131,91,696.0,3.043e-05
0,5,91,131,91,700.0,2.774e-05
0,5,91,131,91,704.0,2.469e-05
0,5,91,131,91,708.0,2.265e-05
0,5,91,131,91,712.0,2.229e-05
0,5,91,131,91,716.0,2.099e-05
0,5,91,131,91,720.0,1.903e-05
0,5,91,131,91,724.0,1.757e-05
0,5,91,131,91,728.0,1.483e-05
0,5,91,131,91,732.0,1.307e-05
0,5,91,131,91,736.0,8.816e-06
0,5,91,131,91,740.0,9.29e-06
0,5,91,131,91,744.0,1.221e-05
0,5,91,131,91,748.0,1.185e-05
0,5,91,131,91,752.0,1.599e-05
0,5,91,131,91,756.0,1.721e-05
0,5,91,131,91,760.0,1.716e-05
0,5,91,131,91,764.0,1.622e-05
0,5,91,131,91,768.0,1.652e-05
0,5,91,131,91,772.0,2.345e-05
0,5,91,131,91,776.0,2.637e-05
0,5,91,131,91,780.0,2.874e-05
0,6,-1,-1,-1,-1.0,-1.0
0,7,80,128,146,384.0,5.222e-27
0,7,80,128,146,388.0,4.999e-27
0,7,80,128,146,392.0,7.512e-08
0,7,80,128,146,396.0,1.139e-06
0,7,80,128,146,400.0,2.877e-06
0,7,80,128,146,404.0,5.012e-06
0,7,80,128,146,408.0,9.334e-06
0,7,80,128,146,412.0,1.607e-05
0,7,80,128,146,416.0,3.271e-05
0,7,80,128,146,420.0,7.804e-05
0,7,80,128,146,424.0,0.000182
0,7,80,128,146,428.0,0.0003915
0,7,80,128,146,432.0,0.0008026
0,7,80,128,146,436.0,0.001608
0,7,80,128,146,440.0,0.002908
0,7,80,128,146,444.0,0.004251
0,7,80,128,146,448.0,0.004664
0,7,80,128,146,452.0,0.003927
0,7,80,128,146,456.0,0.002893
0,7,80,128,146,460.0,0.002243
0,7,80,128,146,464.0,0.001672
0,7,80,128,146,468.0,0.001161
0,7,80,128,146,472.0,0.000821
0,7,80,128,146,476.0,0.0006389
0,7,80,128,146,480.0,0.0005335
0,7,80,128,146,484.0,0.0004344
0,7,80,128,146,488.0,0.0003853
0,7,80,128,146,492.0,0.0003786
0,7,80,128,146,496.0,0.0004034
0,7,80,128,146,500.0,0.0004507
0,7,80,128,146,504.0,0.0005154
0,7,80,128,146,508.0,0.0005891
0,7,80,128,146,512.0,0.0006637
0,7,80,128,146,516.0,0.0007404
0,7,80,128,146,520.0,0.0008239
0,7,80,128,146,524.0,0.0008966
0,7,80,128,146,528.0,0.0009686
0,7,80,128,146,532.0,0.001036
0,7,80,128,146,536.0,0.001066
0,7,80,128,146,540.0,0.001072
0,7,80,128,146,544.0,0.001078
0,7,80,128,146,548.0,0.001074
0,7,80,128,146,552.0,0.001045
0,7,80,128,146,556.0,0.001008
0,7,80,128,146,560.0,0.0009791
0,7,80,128,146,564.0,0.0009397
0,7,80,128,146,568.0,0.0008703
0,7,80,128,146,572.0,0.0007619
0,7,80,128,146,576.0,0.0006657
0,7,80,128,146,580.0,0.0005854
0,7,80,128,146,584.0,0.0005187
0,7,80,128,146,588.0,0.0004722
0,7,80,128,146,592.0,0.0004403
0,7,80,128,146,596.0,0.0004217
0,7,80,128,146,600.0,0.0004008
0,7,80,128,146,604.0,0.0003688
0,7,80,128,146,608.0,0.0003253
0,7,80,128,146,612.0,0.0002754
0,7,80,128,146,616.0,0.0002331
0,7,80,128,146,620.0,0.0001994
0,7,80,128,146,624.0,0.0001754
0,7,80,128,146,628.0,0.0001565
0,7,80,128,146,632.0,0.0001386
0,7,80,128,146,636.0,0.0001255
0,7,80,128,146,640.0,0.0001113
0,7,80,128,146,644.0,0.0001015
0,7,80,128,146,648.0,8.865e-05
0,7,80,128,146,652.0,7.97e-05
0,7,80,128,146,656.0,6.891e-05
0,7,80,128,146,660.0,6.278e-05
0,7,80,128,146,664.0,5.162e-05
0,7,80,128,146,668.0,4.601e-05
0,7,80,128,146,672.0,3.808e-05
0,7,80,128,146,676.0,3.212e-05
0,7,80,128,146,680.0,2.68e-05
0,7,80,128,146,684.0,2.443e-05
0,7,80,128,146,688.0,1.999e-05
0,7,80,128,146,692.0,2.049e-05
0,7,80,128,146,696.0,1.65e-05
0,7,80,128,146,700.0,1.694e-05
0,7,80,128,146,704.0,1.742e-05
0,7,80,128,146,708.0,1.414e-05
0,7,80,128,146,712.0,1.321e-05
0,7,80,128,146,716.0,1.219e-05
0,7,80,128,146,720.0,1.252e-05
0,7,80,128,146,724.0,1.214e-05
0,7,80,128,146,728.0,6.657e-06
0,7,80,128,146,732.0,4.522e-06
