r,g,b,X,Y,Z,L,u,v,pred_invalid_xyz
0.0,25.5,89.25,0.008869729936122894,0.006769058294594288,0.03846655413508415,14.369463074524774,-6.818950418586296,-38.42125628343856,False
0.0,25.5,102.0,0.011122504249215126,0.00744023360311985,0.0541057325899601,15.341748367901342,-7.4877822865841885,-47.97705050717047,False
0.0,25.5,114.75,0.013815240934491158,0.008205486461520195,0.0733976662158966,16.38141382016294,-8.278078170271865,-57.214697673408004,False
0.0,25.5,127.5,0.01698140986263752,0.009095138870179653,0.09639905393123627,17.511778269486378,-9.141992586971625,-66.14072958305835,False
0.0,25.5,140.25,0.020631881430745125,0.010133100673556328,0.12299159914255142,18.74095997219287,-10.04955129442341,-74.8169908362921,False
0.0,25.5,153.0,0.024752438068389893,0.011337371543049812,0.15287956595420837,20.066042390355904,-10.983996000240822,-83.29862354822085,False
0.0,25.5,165.75,0.029306381940841675,0.012719035148620605,0.18560433387756348,21.475354649909285,-11.93138586038831,-91.60773440135382,False
0.0,25.5,178.5,0.034236595034599304,0.0142822265625,0.22057586908340454,22.951692678656975,-12.87992135533186,-99.73159831832147,False
0.0,25.5,191.25,0.03947103023529053,0.01602422259747982,0.25711557269096375,24.474983970469182,-13.817790486482355,-107.63169202880265,False
0.0,25.5,204.0,0.04492947459220886,0.017938310280442238,0.2945050597190857,26.026337086666217,-14.734819081895795,-115.25925332038089,False
0.0,25.5,216.75,0.050528958439826965,0.02001347951591015,0.3320353627204895,27.588162638732193,-15.621970060134283,-122.56305770509596,False
0.0,25.5,229.5,0.05618925765156746,0.022235434502363205,0.36904972791671753,29.144990830690354,-16.471581262201155,-129.49644039508067,False
0.0,25.5,242.25,0.06183822080492973,0.024589141830801964,0.4049767255783081,30.684798251373557,-17.278064373683616,-136.02327758617602,False
0.0,25.5,255.0,0.06741368770599365,0.02705831080675125,0.4393511116504669,32.197878514758216,-18.037499589730558,-142.11755155360302,False
0.0,38.25,0.0,0.0006999820470809937,0.0034011434763669968,0.002850670600309968,8.143636284606313,-15.580286034537895,3.4320659317699,False
0.0,38.25,12.75,0.0017866920679807663,0.00434381328523159,0.0032256408594548702,10.194980456081783,-13.299951837538321,4.606431776466699,False
0.0,38.25,25.5,0.0028406502678990364,0.0051834662444889545,0.0044853901490569115,11.784406261907392,-11.15416951088617,3.149287786682537,False
0.0,38.25,38.25,0.00391602236777544,0.005934219807386398,0.007019492331892252,13.065797172442362,-9.546920734920501,-1.1776859464793934,False
0.0,38.25,51.0,0.005077452398836613,0.006616932339966297,0.011266518384218216,14.140232189533045,-8.564721685388262,-8.151600461717655,False
0.0,38.25,63.75,0.0063981227576732635,0.0072579034604132175,0.017692217603325844,15.08360809898366,-8.15713831141203,-17.148068744078785,False
0.0,38.25,76.5,0.007955130189657211,0.00788841675966978,0.026759695261716843,15.958837834792998,-8.210580580484846,-27.337692835744928,False
0.0,38.25,89.25,0.009824194014072418,0.008542276918888092,0.03889133781194687,16.818513880898138,-8.592071614105231,-37.94448574941352,False
0.0,38.25,102.0,0.012073328718543053,0.009254464879631996,0.05442783981561661,17.70632983064477,-9.186554007535248,-48.42253893030747,False
0.0,38.25,114.75,0.014756573364138603,0.010058903135359287,0.07358837872743607,18.655957659791426,-9.911539367775697,-58.494376453469584,False
0.0,38.25,127.5,0.01790865696966648,0.010985158383846283,0.09643832594156265,19.68862396564287,-10.713445727252372,-68.0864201534037,False
0.0,38.25,140.25,0.021541781723499298,0.012058073654770851,0.12286914885044098,20.814621504142906,-11.560935180656424,-77.23296296912693,False
0.0,38.25,153.0,0.02564336359500885,0.013295898213982582,0.15259501338005066,22.033555181275062,-12.435671737310486,-85.9991314381172,False
0.0,38.25,165.75,0.030177872627973557,0.014709947630763054,0.185167133808136,23.33671336455778,-13.324353369282564,-94.43727235559949,False
0.0,38.25,178.5,0.03508967161178589,0.01630447246134281,0.22000329196453094,24.70957916357637,-14.215617055826227,-102.57104737437672,False
0.0,38.25,191.25,0.04030784219503403,0.018077727407217026,0.25643062591552734,26.13493291691536,-15.099568881664835,-110.3975489685958,False
0.0,38.25,204.0,0.04575265198945999,0.02002304419875145,0.2937343418598175,27.595105302110987,-15.966962524802474,-117.89598961821184,False
0.0,38.25,216.75,0.05134153366088867,0.02212917059659958,0.3312065601348877,29.07295947412522,-16.808865192389067,-125.03628603130849,False
0.0,38.25,229.5,0.05699445679783821,0.024382242932915688,0.36818936467170715,30.55349026913286,-17.61810883200861,-131.78775303194436,False
0.0,38.25,242.25,0.06263871490955353,0.02676703967154026,0.4041087329387665,32.02431104567346,-18.389261998958773,-138.12446740854483,False
0.0,38.25,255.0,0.0682118684053421,0.02926703169941902,0.43849578499794006,33.47516542632355,-19.117961984433443,-144.02724681188775,False
0.0,51.0,0.0,0.0018099341541528702,0.0058392793871462345,0.002948193112388253,12.909957110528826,-20.128384704342757,9.978373634459826,False
0.0,51.0,12.75,0.0029165735468268394,0.006790039595216513,0.0034490916877985,14.400808331862379,-17.27578558230261,10.369862054790458,False
0.0,51.0,25.5,0.00398807879537344,0.007639439310878515,0.0048145269975066185,15.619004379085204,-14.965365178147856,8.404022341979433,False
0.0,51.0,38.25,0.005077247507870197,0.008401071652770042,0.007427722681313753,16.636676393935005,-13.238846561715011,3.7833239088756496,False
0.0,51.0,51.0,0.00624785665422678,0.009094631299376488,0.011721489951014519,17.511154862599042,-12.085926150457071,-3.4599319121507865,False
0.0,51.0,63.75,0.007571875117719173,0.009745784103870392,0.018157323822379112,18.29256399668121,-11.455809324466024,-12.900613377761474,False
0.0,51.0,76.5,0.009125761687755585,0.01038493774831295,0.027196161448955536,19.026412786018064,-11.262230511353685,-23.816839757687085,False
0.0,51.0,89.25,0.010985162109136581,0.011046081781387329,0.03926065191626549,19.75447842742782,-11.402242715047231,-35.40246228933608,False
0.0,51.0,102.0,0.013218007981777191,0.011763771995902061,0.05469486489892006,20.512639437410428,-11.777892588282182,-46.98414896671469,False
0.0,51.0,114.75,0.015879105776548386,0.012571530416607857,0.07372397929430008,21.329921715889412,-12.3099341256357,-58.13205869013229,False
0.0,51.0,127.5,0.019004598259925842,0.0134994275867939,0.09642155468463898,22.226641785428974,-12.94233952169036,-68.65488022062712,False
0.0,51.0,140.25,0.022607946768403053,0.014572571963071823,0.1226889044046402,23.21387546094281,-13.639591561700044,-78.52612180034203,False
